"","Year","Pop_ID","Patch_ID","Plant_Num","Average_pod_length","Pollinia_removed","Inflor","Flower","Notes_PodCollecting","Average_Pollinia","Height_July","Pop_Age_Stage","Date_Found","Date_Found_365","Ramets","Surveyor","Notes","Latitude","Longitude","Area_sq_m_2018","Plants_present_2018","City_dist","Transect_ID","Date","Height_Sept","Viable_Pods","Aborted_Pods","Total_Pods","Peduncles","Collected_pod_length","OPodL1","OPodL2","OPodL3","OPodL4","OPodL5","OPodL6","OPodL7","OPodL8","OPodL9","OPodL10","OPodL11","OPodL12","OPodL13","OPodL14","OPodL15","OPodL16","OPodL17","OPodL18","OPodL19","OPodL20","Collected_pod_width","Collected_pod_seed_number","Collected_pod_seed_weight"
"55",2019,"AS012","MW005","3",NA,0,"1",1,"Site under construction",0.888888888888889,95,"Middle","7/9/2019","190",1,"Vanessa","Along roadside near intersection; didn't visit AS010, AS011 or AS013",43.492717,-79.748081,30,26,34.7648877145467,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2019,"AS012","MW005","4",NA,0,"1",1,"Site under construction",0.777777777777778,133,"Middle","7/9/2019","190",1,"Vanessa","Along roadside near intersection; didn't visit AS010, AS011 or AS013",43.492717,-79.748081,30,26,34.7648877145467,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2019,"AS012","MW005","5",NA,1,"1",1,"Site under construction",1.77777777777778,88,"Middle","7/9/2019","190",1,"Vanessa","Along roadside near intersection; didn't visit AS010, AS011 or AS013",43.492717,-79.748081,30,26,34.7648877145467,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2019,"AS013","MW005","1",NA,NA,"1",1,"Site under construction",NA,NA,NA,NA,NA,NA,NA,NA,43.492005,-79.749026,60,18,34.8714878570061,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2019,"AS013","MW005","2",NA,NA,"1",1,"Site under construction",NA,NA,NA,NA,NA,NA,NA,NA,43.492005,-79.749026,60,18,34.8714878570061,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2019,"AS013","MW005","3",NA,NA,"1",1,"Site under construction",NA,NA,NA,NA,NA,NA,NA,NA,43.492005,-79.749026,60,18,34.8714878570061,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2019,"AS013","MW005","4",NA,NA,"1",1,"Site under construction",NA,NA,NA,NA,NA,NA,NA,NA,43.492005,-79.749026,60,18,34.8714878570061,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2019,"AS013","MW005","5",NA,NA,"1",1,"Site under construction",NA,NA,NA,NA,NA,NA,NA,NA,43.492005,-79.749026,60,18,34.8714878570061,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2019,"AS014","MW006","1",NA,1,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",1.44444444444444,91,"Middle","7/9/2019","190",1,"Vanessa","Didn't visit AS015 or AS016",43.438669,-79.780878,300,3,40.3551125073074,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2019,"AS014","MW006","2",NA,0,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",2.33333333333333,94,"Middle","7/9/2019","190",1,"Vanessa","Didn't visit AS015 or AS016",43.438669,-79.780878,300,3,40.3551125073074,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2019,"AS014","MW006","3",NA,1,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",1.22222222222222,115,"Middle","7/9/2019","190",1,"Vanessa","Didn't visit AS015 or AS016",43.438669,-79.780878,300,3,40.3551125073074,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2019,"AS014","MW006","4",NA,1,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",1.22222222222222,73,"Middle","7/9/2019","190",1,"Vanessa","Didn't visit AS015 or AS016",43.438669,-79.780878,300,3,40.3551125073074,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2019,"AS014","MW006","5",NA,1,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",1.11111111111111,101,"Middle","7/9/2019","190",1,"Vanessa","Didn't visit AS015 or AS016",43.438669,-79.780878,300,3,40.3551125073074,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2019,"AS015","MW006","1",NA,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.434924,-79.777459,10,10,40.3886832026213,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2019,"AS015","MW006","2",NA,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.434924,-79.777459,10,10,40.3886832026213,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2019,"AS015","MW006","3",NA,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.434924,-79.777459,10,10,40.3886832026213,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2019,"AS015","MW006","4",NA,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.434924,-79.777459,10,10,40.3886832026213,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2019,"AS015","MW006","5",NA,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.434924,-79.777459,10,10,40.3886832026213,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2019,"AS016","MW006","1",10,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.436081,-79.777321,200,37,40.3011356521538,"Rural","9/26/2019",102,2,1,2,11,9.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.429,NA,NA
"74",2019,"AS016","MW006","2",10.4,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.436081,-79.777321,200,37,40.3011356521538,"Rural","9/26/2019",115,2,1,2,11,11.2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.775,NA,NA
"75",2019,"AS016","MW006","3",9.9,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.436081,-79.777321,200,37,40.3011356521538,"Rural","9/26/2019",131,3,1,3,10,9.6,9.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.212,NA,NA
"76",2019,"AS016","MW006","4",9.9,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.436081,-79.777321,200,37,40.3011356521538,"Rural","9/26/2019",119,5,1,5,10,11.6,11,9.6,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.622,NA,NA
"77",2019,"AS016","MW006","5",NA,NA,"1",1,"Samples for MW006 taken from AS014, 15, and 16. (2, 1, 2) Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.436081,-79.777321,200,37,40.3011356521538,"Rural","9/26/2019",101,1,1,1,11,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.317,NA,NA
"78",2019,"AS017","MW007","1",11.2666666666667,5,"1",1,"All surveys taken from AS019-AS020.",2.77777777777778,134,"Early-Late","7/15/2019","196",1,"Sophie",NA,43.434493,-79.904435,1,17,48.9308160490192,"Rural","9/26/2019",118,4,1,4,12,10.4,12.2,9,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.873,NA,NA
"79",2019,"AS017","MW007","2",7.86666666666667,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.434493,-79.904435,1,17,48.9308160490192,"Rural","9/26/2019",101,5,1,5,7,8,8,8,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02,NA,NA
"80",2019,"AS018","MW007","1",8.4,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.434819,-79.902274,1,25,48.7619062025806,"Rural","9/26/2019",108,5,1,5,11,8.2,8.6,7.8,9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.771,NA,NA
"81",2019,"AS018","MW007","2",9.4,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.434819,-79.902274,1,25,48.7619062025806,"Rural","9/26/2019",110,4,1,4,10,9.8,9,9.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.856,NA,NA
"82",2019,"AS018","MW007","3",10.025,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.434819,-79.902274,1,25,48.7619062025806,"Rural","9/26/2019",128,9,1,9,11,10.2,10,10,10,11,11.6,9.8,9.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.429,NA,NA
"83",2019,"AS019","MW007","1",NA,2,"1",1,"All surveys taken from AS019-AS020.",1.22222222222222,136,"Early-Late","7/15/2019","196",1,"Sophie",NA,43.434125,-79.903894,36,36,48.9139503806648,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2019,"AS019","MW007","2",NA,4,"1",1,"All surveys taken from AS019-AS020.",2.88888888888889,130,"Early-Late","7/15/2019","196",1,"Sophie",NA,43.434125,-79.903894,36,36,48.9139503806648,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2019,"AS019","MW007","3",NA,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.434125,-79.903894,36,36,48.9139503806648,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2019,"AS019","MW007","4",NA,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.434125,-79.903894,36,36,48.9139503806648,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2019,"AS019","MW007","5",NA,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.434125,-79.903894,36,36,48.9139503806648,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2019,"AS020","MW007","1",NA,0,"1",1,"All surveys taken from AS019-AS020.",2.11111111111111,125,"Early-Late","7/15/2019","196",1,"Sophie",NA,43.433302,-79.902403,900,27,48.856938391392,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2019,"AS020","MW007","2",NA,4,"1",1,"All surveys taken from AS019-AS020.",3.11111111111111,122,"Early-Late","7/15/2019","196",1,"Sophie",NA,43.433302,-79.902403,900,27,48.856938391392,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2019,"AS020","MW007","3",NA,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.433302,-79.902403,900,27,48.856938391392,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2019,"AS020","MW007","4",NA,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.433302,-79.902403,900,27,48.856938391392,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2019,"AS020","MW007","5",NA,NA,"1",1,"All surveys taken from AS019-AS020.",NA,NA,NA,NA,NA,NA,NA,NA,43.433302,-79.902403,900,27,48.856938391392,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2019,"AS021","MW008","1",NA,3,"1",1,"Mowed/under construction",2.33333333333333,88,"Early-mid","7/15/2019","196",1,"Sophie","many plants weed-whacked, So flowers cut off",43.457451,-79.866815,21,22,45.0190640911002,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2019,"AS021","MW008","2",NA,0,"1",1,"Mowed/under construction",0.666666666666667,105,"Early-mid","7/15/2019","196",1,"Sophie",NA,43.457451,-79.866815,21,22,45.0190640911002,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2019,"AS021","MW008","3",NA,0,"1",1,"Mowed/under construction",0,111,"Early-Mid","7/15/2019","196",1,"Sophie",NA,43.457451,-79.866815,21,22,45.0190640911002,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2019,"AS021","MW008","4",NA,0,"1",1,"Mowed/under construction",0,106,"Early-Mid","7/15/2019","196",1,"Sophie",NA,43.457451,-79.866815,21,22,45.0190640911002,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2019,"AS021","MW008","5",NA,1,"1",1,"Mowed/under construction",1.88888888888889,101,"Early-Mid","7/15/2019","196",1,"Sophie",NA,43.457451,-79.866815,21,22,45.0190640911002,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2019,"AS022","MW009","1",NA,1,"1",1,"Too steep to access. Very few plants anyway (~4)",1.11111111111111,78.5,"Middle","7/9/2019","190",1,"Vanessa","20-30 plants at the point.",43.516263,-79.77922,21,22,35.701894221116,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2019,"AS022","MW009","2",NA,0,"1",1,"Too steep to access. Very few plants anyway (~4)",1.11111111111111,107,"Middle","7/9/2019","190",1,"Vanessa","20-30 plants at the point.",43.516263,-79.77922,21,22,35.701894221116,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2019,"AS022","MW009","3",NA,1,"1",1,"Too steep to access. Very few plants anyway (~4)",0.555555555555556,103,"Middle","7/9/2019","190",1,"Vanessa","20-30 plants at the point.",43.516263,-79.77922,21,22,35.701894221116,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2019,"AS022","MW009","4",NA,0,"1",1,"Too steep to access. Very few plants anyway (~4)",0.166666666666667,87,"Middle","7/9/2019","190",1,"Vanessa","20-30 plants at the point.",43.516263,-79.77922,21,22,35.701894221116,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2019,"AS022","MW009","5",NA,0,"1",1,"Too steep to access. Very few plants anyway (~4)",1,109,"Middle","7/9/2019","190",1,"Vanessa","20-30 plants at the point.",43.516263,-79.77922,21,22,35.701894221116,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2019,"AS023","MW010","1",NA,NA,"1",1,"Not visiting. No plants seen in July.",NA,NA,NA,"7/9/2019","190",NA,"Vanessa","No plants when revisited, consider dropping",43.525816,-79.791571,2,1,36.1577518602547,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2019,"AS023","MW010","2",NA,NA,"1",1,"Not visiting. No plants seen in July.",NA,NA,NA,"7/9/2019","190",NA,"Vanessa","No plants when revisited, consider dropping",43.525816,-79.791571,2,1,36.1577518602547,"Rural",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2019,"AS024","MW011","1",10.84,0,"1",1,"Plants >3m apart",0.888888888888889,106,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",116,6,1,6,10,11,11,11,11.4,11.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.751,NA,NA
"106",2019,"AS024","MW011","2",9,2,"1",1,"Plants >3m apart",1.44444444444444,80,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",112,3,1,3,11,8.2,8.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.658,NA,NA
"107",2019,"AS024","MW011","3",9.93333333333333,1,"1",1,"Plants >3m apart",1.88888888888889,95,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",156,4,1,4,13,9.4,9,11,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,NA,NA
"108",2019,"AS024","MW011","4",11.3,2,"1",1,"Plants >3m apart",1.88888888888889,119,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",164,3,1,3,14,11.8,10.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.785,NA,NA
"109",2019,"AS024","MW011","5",10.15,0,"1",1,"Plants >3m apart",1.66666666666667,108,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",175,5,1,5,12,10.6,9,10,10.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.712,NA,NA
"110",2019,"AS025","MW012","1",7.8,1,"1",1,"Plants >3m apart",0.888888888888889,121.5,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",95,5,1,5,9,7,7.4,8,8.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.253,NA,NA
"111",2019,"AS025","MW012","2",6.06666666666667,1,"1",1,"Plants >3m apart",0.333333333333333,139.8,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",97,4,1,4,9,7,5.6,6.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.312,NA,NA
"112",2019,"AS025","MW012","3",8.85714285714286,0,"1",1,"Plants >3m apart",0.222222222222222,117,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",124,8,1,8,11,9,8.6,8.6,9,9,8.6,8.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.639,NA,NA
"113",2019,"AS025","MW012","4",9.3,1,"1",1,"Plants >3m apart",1.33333333333333,96.5,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",117,3,1,3,9,10,9.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.503,NA,NA
"114",2019,"AS025","MW012","5",8.72,3,"1",1,"Plants >3m apart",1.33333333333333,124.5,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",153,5,1,5,10,8.2,8.6,9,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.506,NA,NA
"115",2019,"AS026","MW013","1",8,NA,"1",1,"Plants <3 m apart",NA,NA,NA,NA,NA,NA,"Vanessa","Checked the patch where tower is and it was very heavily mowed, only 2 plants remained.",43.615384,-79.570454,6,10,15.9369812417788,"South","9/19/2019",85,2,1,2,2,8.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.373,NA,NA
"116",2019,"AS026","MW013","2",9.12,NA,"1",1,"Plants <3 m apart",NA,NA,NA,NA,NA,NA,"Vanessa","Checked the patch where tower is and it was very heavily mowed, only 2 plants remained.",43.615384,-79.570454,6,10,15.9369812417788,"South","9/19/2019",114,6,1,6,10,9.4,8,9.6,9.2,9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.349,NA,NA
"117",2019,"AS026","MW013","3",9.05714285714286,NA,"1",1,"Plants <3 m apart",NA,NA,NA,NA,NA,NA,"Vanessa","Checked the patch where tower is and it was very heavily mowed, only 2 plants remained.",43.615384,-79.570454,6,10,15.9369812417788,"South","9/19/2019",93,8,1,8,10,9.2,9.4,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.635,NA,NA
"118",2019,"AS026","MW013","4",9.4,NA,"1",1,"Plants <3 m apart",NA,NA,NA,NA,NA,NA,"Vanessa","Checked the patch where tower is and it was very heavily mowed, only 2 plants remained.",43.615384,-79.570454,6,10,15.9369812417788,"South","9/19/2019",112,2,2,3,9,9.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.068,NA,NA
"119",2019,"AS026","MW013","5",9.8,NA,"1",1,"Plants <3 m apart",NA,NA,NA,NA,NA,NA,"Vanessa","Checked the patch where tower is and it was very heavily mowed, only 2 plants remained.",43.615384,-79.570454,6,10,15.9369812417788,"South","9/19/2019",121,4,2,5,10,9.2,10,9.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.794,NA,NA
"120",2019,"AS027","MW014","1",8.2,2,"1",1,"Plants >3m apart",0.555555555555556,114,"Middle-Late","7/18/2019","199",1,"Sophie","Vegetation in ROW very tall/hard to get through, plus didn't see much milkweed in there like we did last year, so I sampled plants closer to road",43.648581,-79.521463,4000,36,11.3539911211033,"South","9/19/2019",96,4,1,4,9,7.6,8.2,8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.359,NA,NA
